XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,A,B,C,D,E,F,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen
KNa,[],(G),298.15,6000,90749.92125,245.7571655,132410.3462,30.80200958,0.01887113,201650,0,-9.77824E-06,-3.73267E-10,,,,,,,
NaLi,[],(G),298.15,6000,136088.0933,219.3263333,178600.0011,38.40786743,-0.003247588,-101378,0,8.05453E-06,-3.91404E-09,,,,,,,
Na2MoO4,[],(C),298.15,962,-1386725.914,159.3872653,-1465718.538,125.314314,0.07855674,0,0,0,0,,,,,,,
Na2MoO4,[],(L),298.15,1600,-1333096.626,173.436354,-1436810.018,212.9147,0,0,0,0,0,,,,,,,
NaNO2,[],(C),298.15,557,-284201.3367,106.0069314,-354597.9334,-251.422,0.73266,9065300,0,0,0,NaNO2, NaNO2,,33.65654028,3.365654028,Materialsproject,
NaNO2,[],(L),298.15,2500,-253778.4532,143.9850645,-333725.4865,100,0,0,0,0,0,,,,,,,
NaNO2,[],(G),298.15,6000,-152317.2595,289.6717918,-166276.6025,44.88846588,0.071390601,-156234,0,-5.05822E-05,1.26563E-08,,,,,,,
NaNO3,[],(C),298.15,580,-373446.0599,116.4093464,-467697.2109,-493.991,4.577216,0,0,-0.011964863,1.07888E-05,,,,,,,
NaNO3,[],(L),298.15,2500,-354081.8162,132.2178477,-455658.3231,141,0,0,0,0,0,,,,,,,
NaNO3,[],(G),298.15,6000,-247842.2846,299.9407757,-285536.1646,44.73882294,0.119042212,-501510,0,-8.48739E-05,2.13487E-08,,,,,,,
Na,[],(C),298.15,371,1.299064522,51.30283977,0.845967362,-23.346,0.120736,1384800,0,0,0,,,,,,,
Na,[],(L),298.15,2300,2908.335643,57.73052828,2412.513831,38.121,-0.019493,-68800,0,1.024E-05,0,,,,,,,
Na,[],(G),298.15,10000,76736.03717,153.6094806,107500.9791,20.78604889,-4.3736E-08,-2,0,2.7966E-11,-6.84E-15,,,,,,,
Na2,[],(G),298.15,6000,101802.1714,230.1488399,142342.8187,34.04852295,0.009654123,84096,0,-2.56405E-06,-1.91422E-09,,,,,,,
NaO,[],(G),298.15,6000,83195.56612,228.4751499,106499.3988,31.09630203,0.018305548,-37220,0,-1.27557E-05,3.11945E-09,,,,,,,
NaO2,[],(C),298.15,800,-215966.0752,115.9072434,-260997.8368,62.702,0.031623,0,0,0,0,NaO2, NaO2,,25.10720815,2.510720815,Materialsproject,
NaO2,[],(L),298.15,2000,-196369.0972,120.591369,-250501.1718,100,0,0,0,0,0,,,,,,,
Na2O,[],(C),298.15,1405,-380644.4768,75.04694046,-414567.9285,66.178,0.026102,-430300,0,0,0,Na2O, Na2O,,26.37035217,2.637035217,Materialsproject,
Na2O,[],(L),298.15,3500,-316847.0759,84.19032809,-381307.3876,100,0,0,0,0,0,,,,,,,
Na2O,[],(G),298.15,6000,-39113.09501,271.2096389,-16559.5697,58.79059601,0.007544104,-337572,0,-5.83519E-06,1.55501E-09,,,,,,,
Na2O2,[],(C),298.15,948,-454436.6873,94.77898291,-511997.322,87.626,0.038631,-872400,0,0,0,Na2O2, Na2O2,,30.89478653,3.089478653,Materialsproject,
Na2O2,[],(L),298.15,2500,-442146.0218,85.29616299,-507265.2086,134,0,0,0,0,0,,,,,,,
Na2O2,[],(G),298.15,6000,-124566.0971,289.4723625,-123946.4175,71.02429199,0.025072345,-751588,0,-1.91073E-05,5.0391E-09,,,,,,,
Na2SO4,[],(C),298.15,1157,-1281563.212,149.5928561,-1387896.16,108.829,0.11008,-1209800,0,0,0,Na2SO4, Na2SO4,ThÇnardit,52.76825564,5.276825564,Webmineral,
Na2SO4,[],(L),298.15,3500,-1248492.14,149.0946786,-1371434.579,204,0,0,0,0,0,,,,,,,
Na2SO4_ROMB,[ROMB],(C),298.15,509,-1279824.316,154.9330081,-1384896.127,10.437,0.311175,2318900,0,0,0,,,,,,,
Na2SO4,[],(G),298.15,6000,-994290.3774,344.9026952,-1040144.159,91.61753845,0.131238647,-1564944,0,-9.69714E-05,2.50206E-08,,,,,,,
Na2Ti2O5,[],(C),298.15,1258,-2433365.601,173.6139658,-2539075.196,206.30556,0.02953198,-1924180,0,0,0,Na2Ti2O5, Na2Ti2O5,,89.70129216,8.970129216,Materialsproject,
Na2Ti2O5,[],(L),298.15,2500,-2330868.228,163.3671174,-2489355.164,286.5355,0,0,0,0,0,,,,,,,
Na2Ti3O7,[],(C),298.15,1401,-3344078.153,233.8550739,-3488614.434,265.45318,0.04450712,-2359212,0,0,0,Na2Ti3O7, Na2Ti3O7,,90.14572614,9.014572614,Materialsproject,
Na2Ti3O7,[],(L),298.15,2500,-3230568.028,182.4131134,-3439528.427,393.82945,0,0,0,0,0,,,,,,,
Na2TiO3,[],(C),298.15,1303,-1511343.373,121.7384989,-1575732.065,105.32794,0.086709407,0,0,0,0,Na2TiO3, Na2TiO3,,41.08183984,4.108183984,Materialsproject,
Na2TiO3,[],(L),298.15,2500,-1427685.385,122.9308857,-1533726.454,196.1827,0,0,0,0,0,,,,,,,
NaRb,[],(G),298.15,6000,89957.62033,256.3418699,131476.2786,27.21856689,0.034493774,267544,0,-3.15571E-05,7.44705E-09,,,,,,,
Na2S,[],(C),298.15,1000,-392993.4084,98.30904332,-386506.4527,82.86523,0.00686012,0,0,0,0,Na2S, Na2S,,42.71745327,4.271745327,Materialsproject,
Na2Te,[],(L),298.15,2500,-342113.1105,86.08348258,-344968.1773,96.209,0,0,0,0,0,,,,,,,
NaTe,[],(C),298.15,650,-180652.2771,83.6652534,-173174.4336,46.8496,0.0179869,0,0,0,0,,,,,,,
NaTe,[],(L),298.15,1500,-183423.4879,76.9209626,-175565.1032,66.928,0,0,0,0,0,,,,,,,
NaTe3,[],(C),298.15,728,-218952.1381,145.1601903,-210401.9914,83.66,0.05575939,0,0,0,0,,,,,,,
NaTe3,[],(L),298.15,1500,-177714.5785,167.4177687,-186465.7382,142.222,0,0,0,0,0,,,,,,,
Na2Te,[],(C),298.15,1226,-349072.1511,94.54357941,-347186.6804,73.2025,0.0138039,0,0,0,0,,,,,,,
K2B8O13,[],(C),298.15,1130,-5661630.476,293.6789271,-5943698.362,215.947375,0.3660125,-335058,0,0,0,,,,,,,
K2B8O13,[],(L),298.15,2500,-5684228.519,102.7349599,-5983455.254,661.3323,0,0,0,0,0,,,,,,,
KBO2,[],(C),298.15,1220,-929550.7254,80.00673787,-982997.9904,81.993,0.022792,-1934200,0,0,0,,,,,,,
KBO2,[],(L),298.15,2500,-941556.7595,29.47737758,-996531.8213,145,0,0,0,0,0,,,,,,,
KBO2,[],(G),298.15,6000,-677185.0891,296.6211611,-668023.598,49.35747528,0.054159998,-331366,0,-3.43771E-05,7.9432E-09,,,,,,,
K3Bi,[],(C),298.15,944,-238235.9355,197.8662412,-226296.9166,82.8234,0.066928,0,0,0,0,,,,,,,
KBr,[],(C),298.15,1007,-387208.3321,95.92527157,-393448.4281,43.241,0.021117,260700,0,0,0,KBr, KBr,,45.60868305,4.560868305,Materialsproject,
KBr,[],(L),298.15,3400,-355515.0696,105.6154432,-376157.849,69.5,0,0,0,0,0,,,,,,,
KBr,[],(G),298.15,6000,-221174.5717,250.4300514,-179248.8754,37.32332611,0.000984077,-60942,0,-6.0022E-08,6.77805E-11,,,,,,,
K2Br2,[],(G),298.15,6000,-584714.7467,376.2677626,-538742.0754,83.06652832,0.000169399,-128956,0,-1.34159E-07,3.64161E-11,,,,,,,
K2CO3,[],(C),298.15,1173,-1071461.577,155.511501,-1151496.571,67.798,0.156403,0,0,0,0,K2CO3, K2CO3,,60.38009101,6.038009101,Materialsproject,
K2CO3,[],(L),298.15,3000,-1071981.558,112.3868043,-1158183.673,205.5,0,0,0,0,0,,,,,,,
K2CO3,[],(G),298.15,6000,-791423.6083,345.5044717,-811654.5936,67.65715027,0.121803882,-621358,0,-8.62958E-05,2.16046E-08,,,,,,,
KCl,[],(G),298.15,6000,-235094.3307,238.986519,-214573.3224,37.16558075,0.001312898,-90974,0,-3.74904E-07,1.51498E-10,,,,,,,
K2Cl2,[],(G),298.15,6000,-618169.3028,350.2811694,-615390.5251,82.93824768,0.000445766,-208506,0,-3.50138E-07,9.42857E-11,,,,,,,
KCl,[],(C),298.15,1044,-408890.8585,82.5751633,-436488.4619,44.008,0.033165,-200,0,-0.000035991,2.285E-08,KCl, KCl,Sylvin,37.52245354,3.752245354,Webmineral,
KCl,[],(L),298.15,3400,-379576.0006,87.89379397,-421038.6248,72,0,0,0,0,0,,,,,,,
K2CrO4,[],(C),298.15,1244,-1312751.551,199.9620915,-1385405.62,123.69131,0.0748757,0,0,0,0,K2CrO4, K2CrO4,,74.62079782,7.462079782,Materialsproject,
K2CrO4,[],(L),298.15,2500,-1277894.738,185.6392021,-1370112.22,209.15,0,0,0,0,0,,,,,,,
K2Cr2O7,[],(C),298.15,671,-1939696.969,291.1591061,-2066813.349,153.34878,0.2292284,0,0,0,0,,,,,,,
KCs,[],(G),298.15,6000,77260.20209,273.3010522,117976.4032,24.47122192,0.046898309,312892,0,-4.87635E-05,1.382E-08,,,,,,,
K2F2,[],(G),298.15,6000,-861466.4587,321.0395493,-859873.7819,82.10966492,0.002235593,-426846,0,-1.7546E-06,4.72359E-10,,,,,,,
KF,[],(C),298.15,1131,-541726.6914,66.50492393,-569898.5319,48.273,0.012996,-280700,0,0,0,KF, KF,Carobbiit,24.02412613,2.402412613,Materialsproject,
KF,[],(L),298.15,3400,-509747.587,71.25076117,-553202.0143,70.3,0,0,0,0,0,,,,,,,
KF,[],(G),298.15,6000,-348528.8384,226.5186107,-328446.2439,36.26010895,0.003238291,-162990,0,-1.98668E-06,5.82866E-10,,,,,,,
KUF5,[],(G),298.15,6000,-2172820.849,424.0008581,-2225865.327,150.2074585,0.00974133,-967910,0,5.04672E-06,-3.46685E-09,,,,,,,
KH,[],(C),298.15,892,-37886.00408,51.30381249,-57818.86315,34.031,0.033233,-536900,0,0,0,KH, KH,,27.82771024,2.782771024,Materialsproject,
KH,[],(L),298.15,1200,-5811.900252,67.8259699,-39319.4298,56,0,0,0,0,0,,,,,,,
KH,[],(G),298.15,6000,102612.1494,197.9125059,125397.2516,26.70828629,0.0221974,-89868,0,-1.56477E-05,4.18302E-09,,,,,,,
KOH,[],(C),298.15,678,-382289.5995,78.87651805,-424578.0536,42.596,0.074808,0,0,0,0,KOH, KOH,,26.50886141,2.650886141,Materialsproject,
KOH,[],(L),298.15,3000,-361964.3481,98.20737903,-411534.0645,83,0,0,0,0,0,,,,,,,
KOH,[],(G),298.15,6000,-233670.8757,238.1743824,-227988.0744,55.23826599,-0.006568208,-429288,0,8.91451E-06,-2.43999E-09,,,,,,,
K2O2H2,[],(G),298.15,6000,-611426.7278,342.62768,-638952.9507,119.4217224,-0.014476141,-986364,0,1.88683E-05,-5.15752E-09,,,,,,,
KI,[],(C),298.15,954,-325304.3945,106.0553097,-329298.4179,43.538,0.022396,229800,0,0,0,,,,,,,
KI,[],(L),298.15,3300,-295868.4015,115.9639822,-313103.8383,70.3,0,0,0,0,0,,,,,,,
KI,[],(G),298.15,6000,-172274.1858,258.1831575,-128454.9662,37.26209259,0.001229028,-42506,0,-2.80827E-07,1.49708E-10,,,,,,,
K2I2,[],(G),298.15,6000,-469053.8364,393.8460095,-418913.3113,83.10038757,9.55427E-05,-96356,0,-7.55865E-08,2.05025E-11,,,,,,,
K,[],(C),298.15,337,1.426144428,64.68296765,0.887778839,82.924,-0.394997,0,0,0.000724957,0,,,,,,,
K,[],(L),298.15,2200,2524.045118,71.37226977,2259.334406,39.288,-0.024334,-86500,0,1.5863E-05,0,,,,,,,
K,[],(G),298.15,10000,59622.7692,160.2323873,89001.00163,20.73815918,0.000159167,1330,0,-1.82365E-07,6.8993E-11,,,,,,,
K2,[],(G),298.15,6000,87251.81197,249.6649869,126550.6912,23.32717896,0.050715289,337134,0,-5.21234E-05,1.47943E-08,,,,,,,
KLi,[],(G),298.15,6000,128556.5836,230.0661325,170704.6223,37.68688965,-0.001697185,-45580,0,6.83356E-06,-3.74605E-09,,,,,,,
KNO2,[],(L),298.15,2500,-278345.9739,168.8130312,-352858.5709,102,0,0,0,0,0,,,,,,,
KNO2,[],(G),298.15,6000,-178408.2616,302.2287665,-192500.8391,45.25873566,0.070707129,-99246,0,-5.00994E-05,1.25354E-08,,,,,,,
KNO3,[],(C),298.15,608,-399784.077,132.9095478,-493997.1515,21.54,0.207936,1024400,0,0,0,,,,,,,
KNO3,[],(L),298.15,2500,-386429.3805,144.961701,-485522.8657,141,0,0,0,0,0,,,,,,,
KNO3,[],(G),298.15,6000,-277664.6765,311.3296316,-315840.2331,45.11492157,0.118443457,-445112,0,-8.44902E-05,2.12584E-08,,,,,,,
KNO2,[],(C),298.15,711,-299444.096,152.1108009,-365896.7799,3321.454,-16.355917,0,0,0,6.2726E-05,KNO2, KNO2,,46.90705659,4.690705659,Materialsproject,
K2O2,[],(G),298.15,6000,-189770.2729,306.3404449,-191569.2076,72.75238037,0.0214104,-642968,0,-1.62715E-05,4.28289E-09,,,,,,,
KO,[],(G),298.15,6000,40751.07508,241.0881687,64726.80346,36.431633,0.002902818,-161768,0,-1.59246E-06,5.14966E-10,,,,,,,
KO2,[],(C),298.15,808,-239517.3429,125.4077862,-283597.675,52.325,0.084538,0,0,0,0,KO2, KO2,,32.04953202,3.204953202,Materialsproject,
KO2,[],(L),298.15,2000,-215309.8769,137.0177243,-269763.5494,100,0,0,0,0,0,,,,,,,
K2O,[],(C),298.15,1013,-326000.957,96.00723647,-361697.8411,51.057,0.070242,0,0,0,0,K2O, K2O,,41.11255275,4.111255275,Materialsproject,
K2O,[],(L),298.15,3000,-279261.0258,117.1467954,-335177.41,100,0,0,0,0,0,,,,,,,
K2O,[],(G),298.15,6000,-95015.03668,286.4359968,-74092.98886,56.27362061,0.00411019,-272288,0,-3.19738E-06,8.55491E-10,,,,,,,
K2O2,[],(C),298.15,818,-384035.817,117.009146,-442997.2725,76.088,0.050014,0,0,0,0,K2O2, K2O2,,47.65952308,4.765952308,Materialsproject,
K2O2,[],(L),298.15,2000,-372024.1179,109.6257729,-438091.701,134,0,0,0,0,0,,,,,,,
K2SO4,[],(G),298.15,6000,-1047933.296,365.0471029,-1095839.422,93.40779114,0.127567896,-1395930,0,-9.41855E-05,2.42873E-08,,,,,,,
K2SO4,[],(C),298.15,1342,-1330155.321,175.5732105,-1437696.061,96.928,0.131099,-404900,0,0,0,K2SO4, K2SO4,Arcanit,65.01503164,6.501503164,Webmineral,
K2SO4,[],(L),298.15,3500,-1266506.596,177.1230506,-1405641.24,200,0,0,0,0,0,,,,,,,
KRb,[],(G),298.15,6000,79082.13138,266.141288,120018.7221,24.41180038,0.04499502,330558,0,-4.43761E-05,1.1883E-08,,,,,,,
Ag,[],(C),298.15,1235,1.156080367,42.55255089,0.760486107,22.693,0.006921,52800,0,0,0,,,,,,,
Ag,[],(L),298.15,4000,12015.88233,43.0060364,6075.5421,33.4,0,0,0,0,0,,,,,,,
Ag,[],(G),298.15,10000,246494.0124,172.8889191,284900.9915,20.78088379,1.12311E-05,232,0,-7.61272E-09,1.5838E-12,,,,,,,
Ag2CO3,[],(C),298.15,500,-462346.3702,167.3312935,-505679.6327,81.86131,0.10189788,0,0,0,0,,,,,,,
Ag2CrO4,[],(C),298.15,500,-664239.0075,217.5303047,-721144.7331,132.1828,0.066928,-890980,0,0,0,,,,,,,
AgNO3,[],(L),298.15,1000,-41340.37944,160.7981963,-113786.3002,127.9998,0,0,0,0,0,,,,,,,
AgNO3,[],(C),298.15,484,-56515.4161,140.892799,-124341.2095,36.64308,0.1890716,0,0,0,0,,,,,,,
Ag2O,[],(L),298.15,3000,-3878.421346,110.2090679,-28237.9951,100,0,0,0,0,0,,,,,,,
Ag2O,[],(C),298.15,1100,-12877.03728,121.0066146,-31128.0263,60.916,0.036639,-536000,0,0,0,,,,,,,
Ag2SO4,[],(L),298.15,2000,-641946.6611,179.8324969,-713778.28,204.967,0,0,0,0,0,,,,,,,
Ag2SO4,[],(C),298.15,933,-650917.4753,199.7933034,-715289.0572,96.6273,0.1167057,0,0,0,0,,,,,,,
Ag2S,[],(L),298.15,3000,-30726.53039,146.6897529,-27974.257,93,0,0,0,0,0,,,,,,,
Ag2S,[],(C),298.15,1109,-39222.82221,142.8975802,-32787.7443,-778.199,5.23026,8755800,0,-0.0119725,9.80562E-06,,,,,,,
NAUMANIT,Ag2Se,(C),298.15,1170,-68284.68017,150.6800756,-44337.49078,64.20905,0.06517114,0,0,0,0,,,,,,,
Ag41Te25,[],(C),298.15,800,-1281645.719,3346.593452,-784255.3194,1000.050725,3.09437425,0,0,0,0,,,,,,,
Ag2Te,[],(C),298.15,1232,-7339.561879,142.2251119,12549.92783,8.366,0.012549,1673200,0,0,0,,,,,,,
Ar,[],(G),298.15,20000,1.598137988,154.7372942,0.974588974,20.78602219,-2.434E-09,0,0,5.4E-14,4.44E-17,,,,,,,
As,[],(C),298.15,1090,1.028177291,35.65247202,0.736445464,25.573,0.002981,-167300,0,0,0,As, As,Arsen ,13.04897534,1.304897534,Webmineral,
As,[],(G),298.15,10000,238187.7245,174.1067796,278384.0491,20.62424088,0.000551318,4370,0,-6.53788E-07,2.58966E-10,,,,,,,
As2,[],(G),298.15,6000,139872.1792,240.779646,191200.8043,36.33001709,0.002595198,-167866,0,-1.8332E-06,5.02928E-10,,,,,,,
As3,[],(G),298.15,6000,191095.0223,318.298457,255053.6259,57.75209045,0.000968478,-173542,0,-7.59289E-07,2.0425E-10,,,,,,,
As4,[],(G),298.15,6000,98045.88629,328.1994039,156190.4173,82.09059143,0.002277904,-464080,0,-1.78869E-06,4.81767E-10,,,,,,,
As2Cd3,[],(C),298.15,994,-61174.96526,207.0711094,-38061.23869,136.15665,0.01192155,-1284182,0,0,0,As2Cd3, As2Cd3,,81.69304937,8.169304937,Materialsproject,
As2Cd3,[],(L),298.15,2000,136038.1332,314.2166653,76512.65623,151.0063,0,0,0,0,0,,,,,,,
AsCu3,[],(C),298.15,1098,-127835.8055,137.2117631,-107082.2082,84.0783,0.0301176,0,0,0,0,AsCu3, AsCu3,,33.79196317,3.379196317,Materialsproject,
AsF,[],(G),298.15,6000,-89490.17482,236.5655736,-60113.95835,32.62882233,0.010541467,-123294,0,-8.21582E-06,2.40945E-09,,,,,,,
AsF3,[],(G),298.15,6000,-804906.7894,288.559546,-816003.2481,66.51187134,0.034641937,-898252,0,-2.65191E-05,7.01551E-09,,,,,,,
AsF5,[],(G),298.15,6000,-1183040.88,322.0601442,-1240507.185,98.61077881,0.071290576,-1722644,0,-5.43685E-05,1.43448E-08,,,,,,,
AsGa,[],(L),298.15,3000,52906.54637,121.2190756,-2319.399746,58.9803,0,0,0,0,0,,,,,,,
AsGa,[],(C),298.15,1238,-88601.31942,64.21377741,-81567.59043,45.1764,0.00606535,0,0,0,0,,,,,,,
AsH3,[],(G),298.15,6000,56117.90695,222.8597336,61101.66895,10.84934425,0.097795227,265200,0,-5.28284E-05,1.05312E-08,,,,,,,
AsH,[],(G),298.15,6000,192978.6634,208.1918346,225645.1238,22.37427139,0.016989935,207382,0,-6.52227E-06,9.98869E-10,,,,,,,
AsIn,[],(L),298.15,3000,59427.62554,124.9425823,11427.25764,59.8169,0,0,0,0,0,,,,,,,
AsIn,[],(C),298.15,1215,-63892.25414,74.67136341,-57723.56484,45.5947,0.0075294,0,0,0,0,,,,,,,
AsMn,[],(C),298.15,1208,-67207.57242,66.93320437,-57305.44823,48.73195,0.0100392,0,0,0,0,AsMn, AsMn,,17.34692701,1.734692701,Materialsproject,
AsN,[],(G),298.15,6000,205486.6617,222.7629456,233421.8315,24.94559479,0.024448282,-30540,0,-1.76529E-05,4.5143E-09,,,,,,,
AsNi,[],(C),298.15,1237,-77777.01782,51.87398715,-71946.57265,43.71235,0.0129673,0,0,0,0,AsNi, AsNi,Nickelin,17.04566942,1.704566942,Webmineral,
As2O5,[],(C),298.15,1003,-797241.1427,106.0117131,-925996.5055,138.307,0.048172,-3213000,0,0,0,As2O5, As2O5,,54.49781447,5.449781447,Materialsproject,
As2O5,[],(L),298.15,3000,-725423.6281,120.6068199,-887912.7964,190,0,0,0,0,0,,,,,,,
As4O6,[],(G),298.15,6000,-1109745.877,408.3432515,-1197708.616,186.8508911,0.095897021,-3320180,0,-7.35152E-05,1.94685E-08,,,,,,,
As4O7,[],(G),298.15,6000,-1186535.204,438.449163,-1294407.638,194.4848938,0.12926272,-3422092,0,-9.77123E-05,2.56261E-08,,,,,,,
As4O8,[],(G),298.15,6000,-1246668.916,459.6484589,-1377106.606,202.1213074,0.162614282,-3523990,0,-0.000121889,3.17763E-08,,,,,,,
As4O9,[],(G),298.15,6000,-1290160.623,474.6728917,-1445004.589,209.7179565,0.196091187,-3624724,0,-0.000146197,3.79696E-08,,,,,,,
As4O10,[],(G),298.15,6000,-1414188.184,481.432631,-1595902.559,217.3476868,0.229466846,-3726414,0,-0.000170402,4.41296E-08,,,,,,,
AsO,[],(G),298.15,6000,15759.28698,230.2696131,43800.36287,29.3384819,0.030357941,-336936,0,-2.8403E-05,8.33046E-09,,,,,,,
AsO2,[],(G),298.15,6000,-70228.3321,268.3318907,-59261.24127,35.40587616,0.044860394,-265416,0,-3.30195E-05,8.49438E-09,,,,,,,
As2O3,[],(C),298.15,587,-581961.4252,122.5411395,-653896.6762,178.46,-0.113118,-3619200,0,0.000076605,0,As2O3, As2O3,Claudetit,47.25724408,4.725724408,Webmineral,
As2O3,[],(L),298.15,1500,-564974.5746,134.5027679,-643620.0005,150,0,0,0,0,0,,,,,,,
As2O3_CUB,[CUB],(C),298.15,551,-583594.6944,107.3897425,-657697.0962,27.88,0.314,0,0,-0.0002769,0,,,,,,,
AsP,[],(G),298.15,6000,111878.1749,235.1776516,160489.1979,34.17002869,0.00709361,-212858,0,-5.26439E-06,1.40529E-09,,,,,,,
As4S4,[],(G),298.15,6000,-64553.06099,442.066309,-7997.599449,178.062439,0.010465169,-1537158,0,-8.19903E-06,2.20435E-09,,,,,,,
AsS,[],(G),298.15,6000,129140.7993,241.9320181,181392.4961,33.57211304,0.024077365,-350726,0,-2.42391E-05,7.28733E-09,,,,,,,
As2S3,[],(C),298.15,585,-92127.10502,163.4115931,-92696.5392,178.911,-0.220183,-1803200,0,0.000252237,0,As2S3, As2S3,Orpiment,70.50270741,7.050270741,Webmineral,
As2S3,[],(L),298.15,2000,-72580.39466,169.6566881,-81991.6909,185,0,0,0,0,0,,,,,,,
As4S4,[],(C),298.15,580,-134720.3679,245.5191223,-140294.2968,216.587,-0.000223,-2335300,0,0,0,As4S4, As4S4,Pararealgar = AsS,30.36739755,3.036739755,Webmineral,Daten fÅr AsS
As4S4,[],(L),298.15,2000,-122906.2317,237.9267277,-135517.8088,290,0,0,0,0,0,,,,,,,
As4S4_BETA,[BETA],(C),298.15,580,-132204.7344,253.9189058,-136094.3556,745.951,-1.908407,-13814700,0,0.001873691,0,,,,,,,
As4S4_BETA,[BETA],(L),298.15,2000,-126380.5007,237.9466252,-135561.8048,290,0,0,0,0,0,,,,,,,
AsSe,[],(G),298.15,6000,131691.4424,253.2752774,185086.3287,26.02725983,0.033834338,123852,0,-2.45349E-05,5.79492E-09,,,,,,,
AsTe,[],(G),298.15,6000,151137.7712,260.764327,205092.9957,36.77800751,-0.002288083,-88296,0,9.45581E-06,-3.79966E-09,,,,,,,
As2Zn3,[],(L),298.15,2000,109528.7396,268.0687115,12144.79838,154.771,0,0,0,0,0,,,,,,,
As2Zn3,[],(C),298.15,1288,-152646.7158,168.0102435,-133852.2439,112.73185,0.04183,0,0,0,0,As2Zn3, As2Zn3,,63.80883449,6.380883449,Materialsproject,
Ba,[],(C),298.15,1000,1.389845096,62.50284221,0.842344294,42.888,0.003665,-1411700,0,0,0,,,,,,,
Ba,[],(L),298.15,4600,10914.2701,65.30345874,5874.724677,45.105,-0.004309,0,0,0,0,,,,,,,
Ba,[],(G),298.15,10000,146198.0034,170.1422578,179001.9212,18.41464996,0.008282803,62142,0,-1.01399E-05,4.17673E-09,,,,,,,
Ba2,[],(G),298.15,3000,295167.2553,291.1768407,347568.659,23.11573792,-0.003383185,811516,0,1.64258E-06,-2.5924E-10,,,,,,,
BaBr,[],(G),298.15,6000,-134697.9078,270.742631,-86334.46061,37.13843536,0.001414136,-43008,0,-9.47113E-07,4.01958E-10,,,,,,,
BaBr2,[],(C),298.15,1130,-750131.6473,150.007661,-756997.7233,70.117,0.021991,-65000,0,0,0,BaBr2, BaBr2,,64.67041464,6.467041464,Materialsproject,
BaBr2,[],(L),298.15,4000,-717951.858,149.9819146,-740912.0401,105,0,0,0,0,0,,,,,,,
BaBr2,[],(G),298.15,6000,-473149.1643,347.8499377,-417513.7463,58.14592743,0.000118223,-72492,0,-9.22489E-08,2.46778E-11,,,,,,,
BaBrOH,[],(G),298.15,6000,-542522.4166,341.1762275,-521079.275,75.76533508,-0.006232712,-479886,0,9.02924E-06,-2.54702E-09,,,,,,,
BaC2,[],(C),298.15,1500,-87181.3471,87.84942112,-74037.08715,73.6208,0.0037647,-966272,0,0,0,,,,,,,
BaCO3,[],(L),298.15,3000,-1089673.432,81.40712381,-1191987.482,165,0,0,0,0,0,,,,,,,
BaCO3,[],(C),298.15,1828,-1136846.534,112.1087133,-1210997.422,157.778,-0.13421,-3806600,0,0.00012421,0,BaCO3, BaCO3,Witherit,45.79536941,4.579536941,Webmineral,
BaCl2,[],(C),298.15,1234,-795156.0217,123.7075769,-843997.7475,69.37,0.019129,5900,0,0,0,BaCl2, BaCl2,,61.35055899,6.135055899,Materialsproject,
BaCl2,[],(L),298.15,4100,-769671.8177,113.8573717,-832724.124,109,0,0,0,0,0,,,,,,,
BaCl2,[],(G),298.15,6000,-500891.6166,323.3800276,-488099.5541,57.84452057,0.000771815,-170124,0,-6.06705E-07,1.6352E-10,,,,,,,
BaClOH,[],(G),298.15,6000,-568671.7552,328.1663637,-568867.004,75.62063599,-0.005919988,-529258,0,8.78379E-06,-2.48093E-09,,,,,,,
BaF2,[],(L),298.15,4300,-1107590.358,88.65233838,-1176464.13,105,0,0,0,0,0,,,,,,,
BaF2,[],(G),298.15,6000,-812248.3085,298.5603658,-799999.4091,56.08198547,0.004540984,-344936,0,-3.54373E-06,9.50175E-10,,,,,,,
BaF,[],(G),298.15,6000,-351496.7545,246.1031393,-324991.1516,35.8698349,0.003855616,-182868,0,-2.68681E-06,7.69618E-10,,,,,,,
BaF2,[],(C),298.15,1641,-1144958.762,96.36717556,-1193997.868,64.275,0.02983,-181300,0,0,0,BaF2, BaF2,Frankdicksonit,35.81818771,3.581818771,Webmineral,
BaFOH,[],(G),298.15,1500,-706973.9819,315.6325928,-710874.7675,74.71363831,-0.001612873,-620014,0,5.35465E-07,-4.22213E-11,,,,,,,
BaH,[],(G),298.15,6000,173956.4566,218.8932407,203533.0877,22.6385994,0.029914532,43216,0,-2.23874E-05,6.35634E-09,,,,,,,
BaH2,[],(C),298.15,1473,-157594.9554,63.00463846,-190098.6206,37.672,0.027931,0,0,0,0,BaH2, BaH2,,33.93355875,3.393355875,Materialsproject,
BaH2,[],(L),298.15,2000,-124459.1862,60.2903636,-173935.7446,75,0,0,0,0,0,,,,,,,
BaIOH,[],(G),298.15,6000,-503332.9422,347.9957227,-480279.0009,75.78042603,-0.006265823,-468658,0,9.05556E-06,-2.55418E-09,,,,,,,
BaOH,[],(G),298.15,6000,-261043.7102,257.6737246,-248943.1391,54.69667053,-0.005237627,-448944,0,7.68865E-06,-2.04138E-09,,,,,,,
BaO2H2,[],(C),298.15,682,-861507.9931,108.5098782,-941597.0634,70.681,0.09163,0,0,0,0,,,,,,,
